"Taxon","Treatment","Season","Replicate","Substrate","Date","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass"
"Ironodes","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",367.9731556
"Ironodes","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",26.72546466
"Ironodes","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Ironodes","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ironodes","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ironodes","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ironodes","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",27.34800696
"Ironodes","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",31.51762262
"Ironodes","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",45.8749874
"Isoperla","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.763438343
"Isoperla","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0.132230097
"Isoperla","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0.264664938
"Isoperla","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0.132332469
"Isoperla","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0.497490485
"Isoperla","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",18.07059874
"Isoperla","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperla","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0.209797497
"Isoperla","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperla","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperlinae","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.701147464
"Isoperlinae","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperlinae","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Isoperlinae","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isoperlinae","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",49.68206539
"Juga","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",0
"Juga","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",37.22029459
"Juga","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juga","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Kogotus/Rickera","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",0
"Kogotus/Rickera","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.701147464
"Kogotus/Rickera","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kogotus/Rickera","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Krenosmittia","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Krenosmittia","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.11313057
"Krenosmittia","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krenosmittia","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Labiobaetis","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.528189409
"Labiobaetis","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Labiobaetis","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.904755232
"Labiobaetis","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Labiobaetis","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Labiobaetis","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Labiobaetis","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0
"Lara","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0
"Lara","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.241821653
"Lara","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0
"Lara","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0
"Lara","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.292132774
"Lara","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.272731187
"Lara","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.740020192
"Lara","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0
"Lara","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lara","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Disturbed","Fall19","1","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Disturbed","Fall19","2","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Disturbed","Fall19","3","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.1177183
"Lebertia","Disturbed","Spring20","1","Submerged Wood","2020-05-05","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Disturbed","Spring20","2","Submerged Wood","2020-05-05","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.243312231
"Lebertia","Disturbed","Spring20","3","Submerged Wood","2020-05-05","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Disturbed","Winter20","1","Submerged Wood","2020-02-23","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.17702
"Lebertia","Disturbed","Winter20","2","Submerged Wood","2020-02-23","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Disturbed","Winter20","3","Submerged Wood","2020-02-23","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.08851
"Lebertia","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.08851
"Lebertia","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebertia","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Lebertia","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.0424
"Lebertia","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.27136
"Lepidostoma","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",2.285642329
"Lepidostoma","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.601598067
"Lepidostoma","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma (Neodinarthrum)","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma (Neodinarthrum)","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.110058518
"Lepidostoma (Neodinarthrum)","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidostoma (Neodinarthrum)","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",1.301779961
"Lepidostoma (Neodinarthrum)","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
"Lepidostoma (Neodinarthrum)","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0
