Taxon,Stage,Insect?,Higher classification,Origin,Order,Family,Common name,BCG Attribute,Feeding Group,CA feeding group,Habit,Tolerance,WY HBI,PSSB tolerance,CA tolerance,Metals tolerance,BCI TV,PSSB long-lived,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b
Naididae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Naididae (Tubificinae) with capillary setae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
tubificoid Naididae with hair chaetae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,9,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Naididae (Tubificinae) without capillary setae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
tubificoid Naididae without hair chaetae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,9,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Naidinae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Tubificinae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Aulodrilus,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,10,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Aulodrilus pigueti,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,10,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Aulodrilus pluriseta,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,10,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Bothrioneurum,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,0,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Bothrioneurum vejdovskyanum,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,0,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Limnodrilus udekemianus,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Limnodrilus,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Limnodrilus cf. hoffmeisteri,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,5,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Rhyacodrilinae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,3,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Rhyacodrilus,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,3,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Spirosperma,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,3,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais behningi,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais bicuspidalis,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais bretscheri,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,6,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais communis,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais communis/variabilis,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Nais variabilis,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Ophidonais serpentina,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,6,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Pristina jenkinae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Naididae,segmented worms,4,CG,CG,BU,0,8,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Lumbricidae,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Lumbricidae,segmented worms,4,CG,CG,BU,0,5,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Eiseniella tetraedra,U,non-insect,Annelida: Oligochaeta,Aquatic,miscellaneous non-insect,Lumbricidae,segmented worms,4,CG,CG,BU,0,5,0,5,11,108,0,2,2,1,2,2,2,0.0758,0.74
Hirudinida,U,non-insect,Annelida: Hirudinida,Aquatic,miscellaneous non-insect,x,leeches,5,PR,PR,CL,HT,10,0,10,11,108,0,1,2,1,3,2,2,0.000102,3.25
Hirudinea,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,x,leeches,5,PR,PR,CL,HT,10,0,10,11,108,0,1,2,1,3,2,2,0.000102,3.25
Erpobdellidae,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Erpobdellidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,3,2,2,0.000102,3.25
Erpobdella,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Erpobdellidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,3,2,2,0.000102,3.25
Erpobdella obscura,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Erpobdellidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,3,2,2,0.000102,3.25
Glossiphoniidae,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,2,2,2,0.000102,3.25
Alboglossiphonia heteroclita,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,2,2,2,0.000102,3.25
Glossiphonia,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,2,2,2,0.000102,3.25
Glossiphonia complanata,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,8,0,8,4,108,0,1,2,1,2,2,2,0.000102,3.25
Helobdella,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,6,0,6,4,108,0,2,2,1,2,2,2,0.000102,3.25
Helobdella stagnalis,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,6,0,6,4,108,0,2,2,1,2,2,2,0.000102,3.25
Helobdella triserialis,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Glossiphoniidae,leeches,5,PR,PR,CL,HT,6,0,6,4,108,0,2,2,1,2,2,2,0.000102,3.25
Hirudinidae,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Hirudinidae,leeches,5,PR,PR,CL,HT,7,0,10,11,108,0,1,2,1,3,2,2,0.000102,3.25
Piscicolidae,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Piscicolidae,leeches,1,PR,PR,CL,0,11,0,6,11,108,0,1,2,1,2,2,2,0.000102,3.25
Cystobranchus salmositicus,U,non-insect,Annelida: Hirudinea,Aquatic,miscellaneous non-insect,Piscicolidae,leeches,1,PA,PR,CL,0,11,0,6,11,108,0,1,2,1,2,2,2,0.000102,3.25
Branchiobdellida,U,non-insect,Annelida: Branchiobdellida,Aquatic,miscellaneous non-insect,x,crayfish commensal,0,PA,PR,CL,MT,6,0,0,11,110,0,0,0,0,0,0,0,0.000102,3.25
Polychaeta,U,non-insect,Annelida: Polychaeta,Aquatic,miscellaneous non-insect,x,polychaet worms,0,CG,CG,BU,0,11,0,6,11,110,0,2,2,1,2,1,2,0.000102,3.25
Manayunkia speciosa,U,non-insect,Annelida: Polychaeta,Aquatic,miscellaneous non-insect,Sabellidae,polychaet worms,0,CG,CF,BU,MT,6,0,6,11,110,0,2,2,1,1,2,2,0.0758,0.74
Neanthes limnicola,U,non-insect,Annelida: Polychaeta,Aquatic,miscellaneous non-insect,Nereididae,polychaet worms,0,CG,CF,BU,0,11,0,6,11,110,0,2,2,1,2,1,2,0.000102,3.25
Gastropoda,U,non-insect,Mollusca: Gastropoda,Aquatic,x,x,snails,0,SC,SC,CL,0,11,0,6,11,108,0,2,2,1,2,2,2,0.172,1.688
Truncatelloidea,U,non-insect,Mollusca: Gastropoda,Aquatic,x,x,snails,0,SC,SC,CL,0,11,0,6,11,108,0,2,2,1,2,2,2,0.172,1.688
Rissooidea,U,non-insect,Mollusca: Gastropoda,Aquatic,x,x,snails,0,SC,SC,CL,0,11,0,6,11,108,0,2,2,1,2,2,2,0.172,1.688
Amnicola,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Amnicolidae,snails,0,SC,SC,CL,0,8,0,6,11,108,0,1,2,1,1,2,1,0.0208,3.03
Colligyrus convexus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Amnicolidae,snails,1,SC,SC,CL,MI,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Colligyrus new species 9,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Amnicolidae,snails,1,SC,SC,CL,MI,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Hydrobiidae,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,0,SC,SC,CL,0,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Hydrobiidae sensu lato,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,0,SC,SC,CL,0,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Fluminicola,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Fluminicola coloradoense,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,4,SC,SC,CL,0,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Fluminicola fuscus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,1,2,1,1,2,2,0.0208,3.03
Pyrgulopsis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,1,SC,SC,CL,MI,8,0,2,11,108,0,1,2,1,1,2,2,0.0208,3.03
Pyrgulopsis archimedis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,1,SC,SC,CL,MI,8,0,2,11,108,0,1,2,1,1,2,2,0.0208,3.03
Pyrgulopsis robusta,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Hydrobiidae,snails,1,SC,SC,CL,MI,8,0,2,11,108,0,1,2,1,1,2,2,0.0208,3.03
Pristinicola hemphilli,U,non-insect,Mollusca: Gastropoda,Aquatic,x,uncertain status,snails,1,SC,SC,CL,HI,11,0,1,11,108,0,1,2,1,1,2,1,0.0208,3.03
Potamopyrgus antipodarum,U,non-insect,Mollusca: Gastropoda,Aquatic,x,uncertain status,snails,6,CG,SC,CL,HT,8,0,8,11,108,0,2,2,1,1,2,2,0.0208,3.03
Lymnaeidae,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,MT,6,0,6,11,108,0,3,2,1,2,2,3,0.0208,3.03
Fisherola nuttalli,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,0,SC,SC,CL,0,8,0,6,1,108,0,2,2,1,2,2,2,0.0208,3.03
Fossaria,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,0,SC,SC,CL,MT,8,0,8,2,108,0,3,2,1,2,2,2,0.0208,3.03
Galba,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,4,SC,SC,CL,MT,8,0,8,2,108,0,3,2,1,2,2,2,0.0208,3.03
Galba bulimoides,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,4,SC,SC,CL,MT,8,0,8,2,108,0,3,2,1,2,2,2,0.0208,3.03
Lanx,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,0,SC,SC,CL,0,8,0,6,11,108,0,2,2,1,2,2,2,0.0208,3.03
Lanx patelloides,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,0,SC,SC,CL,0,8,0,6,11,108,0,2,2,1,2,2,2,0.0208,3.03
Lymnaea,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,HT,8,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Lymnaea stagnalis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,HT,8,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Pseudosuccinea columella,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,MT,6,0,6,11,108,0,3,2,1,2,2,3,0.0208,3.03
Radix auricularia,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,6,SC,SC,CL,HT,8,0,6,1,108,0,2,2,1,3,2,3,0.0208,3.03
Radix balthica,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,6,SC,SC,CL,HT,8,0,6,1,108,0,2,2,1,3,2,3,0.0208,3.03
Stagnicola,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,HT,10,0,10,3,108,0,2,2,1,3,2,3,0.0208,3.03
Stagnicola elodes,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Lymnaeidae,snails,5,SC,SC,CL,HT,10,0,10,3,108,0,2,2,1,3,2,3,0.0208,3.03
Physidae,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Physa,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Physella,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Physella columbiana,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Physella gyrina,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Physella propinqua,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Physidae,snails,5,CG,SC,CL,HT,8,0,8,4,108,0,3,2,2,2,2,3,0.0208,3.03
Planorbidae,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,0,SC,SC,CL,MT,6,0,6,11,108,0,3,2,1,2,2,2,0.0208,3.03
Ferrissia,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,6,0,6,1,108,0,3,2,1,1,2,2,0.0208,3.03
Ferrissia californica,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,0,SC,SC,CL,MT,6,0,6,1,108,0,3,2,1,1,2,2,0.0208,3.03
Carinifex newberryi,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,0,SC,SC,CL,MT,11,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Gyraulus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,HT,8,0,8,3,108,0,3,2,1,1,2,3,0.0208,3.03
Gyraulus crista,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,HT,8,0,8,3,108,0,3,2,1,1,2,3,0.0208,3.03
Gyraulus parvus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,HT,8,0,8,3,108,0,3,2,1,1,2,3,0.0208,3.03
Helisoma,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,11,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Helisoma anceps,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,11,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Helisoma (Pierosoma),U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,11,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Menetus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.0208,3.03
Menetus opercularis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.0208,3.03
Planorbella ,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Planorbella subcrenata,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Planorbula campestris,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,4,SC,SC,CL,MT,8,0,6,11,108,0,2,2,1,2,2,3,0.0208,3.03
Promenetus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.0208,3.03
Promenetus exacuous,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.0208,3.03
Vorticifex,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,0,8,0,6,11,108,0,2,2,1,1,2,2,0.0208,3.03
Vorticifex effusa,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Planorbidae,snails,5,SC,SC,CL,0,8,0,6,11,108,0,2,2,1,1,2,2,0.0208,3.03
Juga,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Pleuroceridae,snails,4,OM,SC,CL,MT,7,0,7,11,108,0,1,2,1,3,2,2,0.0208,3.03
Juga (Calibasis),U,non-insect,Mollusca: Gastropoda,Aquatic,x,Pleuroceridae,snails,2,OM,SC,CL,0,7,0,7,11,108,0,1,2,1,3,2,2,0.0208,3.03
Juga (Oreobasis),U,non-insect,Mollusca: Gastropoda,Aquatic,x,Pleuroceridae,snails,2,OM,SC,CL,0,7,0,7,11,108,0,1,2,1,3,2,2,0.0208,3.03
Melanoides tuberculatus,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Thiaridae,snails,6,OM,SC,CL,HT,11,0,7,11,108,0,1,2,1,3,2,3,0.0208,3.03
Valvata,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Valvatidae,snails,4,SC,SC,CL,0,8,0,8,1,108,0,2,2,1,1,2,2,0.0208,3.03
Valvata humeralis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Valvatidae,snails,4,SC,SC,CL,0,8,0,8,1,108,0,2,2,1,1,2,2,0.0208,3.03
Valvata mergella,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Valvatidae,snails,4,SC,SC,CL,0,8,0,8,1,108,0,2,2,1,1,2,2,0.0208,3.03
Valvata sincera,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Valvatidae,snails,4,SC,SC,CL,0,8,0,8,1,108,0,2,2,1,1,2,2,0.0208,3.03
Valvata tricarinata,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Valvatidae,snails,4,SC,SC,CL,0,8,0,8,1,108,0,2,2,1,1,2,2,0.0208,3.03
Bellamya chinensis,U,non-insect,Mollusca: Gastropoda,Aquatic,x,Viviparidae,Chinese mystery snail,6,SC,SC,CL,MT,11,0,8,11,108,0,1,2,1,3,1,3,0.0208,3.03
Corbicula,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Corbiculidae,asiatic clam,6,CF,CF,BU,HT,6,0,10,11,108,0,1,3,1,3,2,3,0.0104,3.046
Corbicula fluminea,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Corbiculidae,asiatic clam,6,CF,CF,BU,HT,6,0,10,11,108,0,1,3,1,3,2,3,0.0104,3.046
Sphaeriidae,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CF,BU,0,8,0,8,3,108,0,1,3,1,1,2,2,0.0163,2.477
Musculium,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CF,BU,MT,8,0,8,3,108,0,1,3,1,1,2,2,0.0163,2.477
Pisidium,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CF,BU,0,8,0,8,3,108,0,1,3,1,1,2,2,0.0163,2.477
Pisidium compressum,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CF,BU,0,8,0,8,3,108,0,1,3,1,1,2,2,0.0163,2.477
Sphaerium,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CG,BU,MT,6,0,8,3,108,0,1,3,1,2,2,2,0.0163,2.477
Sphaerium striatinum,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Sphaeriidae,pea clams,4,CF,CG,BU,MT,6,0,8,3,108,0,1,3,1,2,2,2,0.0163,2.477
Unionoida,U,non-insect,Mollusca: Bivalvia,Aquatic,x,x,mussels,1,CF,CF,BU,0,11,0,8,11,108,0,1,3,1,3,2,2,0.0138,2.669
Anodonta,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Unionidae,mussels,1,CF,CF,BU,0,6,0,8,11,108,0,1,3,1,3,2,2,0.0138,2.669
Gonidea angulata,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Unionidae,mussels,1,CF,CF,BU,0,4,0,8,11,108,0,1,3,1,3,2,2,0.0138,2.669
Margaritifera falcata,U,non-insect,Mollusca: Bivalvia,Aquatic,x,Margaritiferidae,mussels,1,CF,CF,BU,0,4,0,4,11,108,0,1,3,1,3,2,2,0.0138,2.669
Branchiopoda,U,non-insect,Crustacea: Branchiopoda,Aquatic,x,x,fairy shrimp,0,CG,CG,SW,0,11,0,0,11,108,0,3,2,1,2,2,2,0.0054,2.948
Artemia,U,non-insect,Crustacea: Branchiopoda,Aquatic,x,x,fairy shrimp,0,CG,CG,SW,0,11,0,0,11,108,0,3,2,1,2,2,2,0.0054,2.948
Lynceus,U,non-insect,Crustacea: Branchiopoda,Aquatic,x,x,fairy shrimp,0,CG,CG,SW,0,11,0,0,11,108,0,3,2,1,2,2,2,0.0054,2.948
Bosmina,U,non-insect,Crustacea: Cladocera,Aquatic,x,Bosminidae,water fleas,0,CG,CG,SW,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Chydoridae,U,non-insect,Crustacea: Cladocera,Aquatic,x,Chydoridae,water fleas,0,CG,CG,SW,MT,11,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Daphnidae,U,non-insect,Crustacea: Cladocera,Aquatic,x,x,water fleas,0,CG,CG,SW,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Daphnia,U,non-insect,Crustacea: Cladocera,Aquatic,x,x,water fleas,0,CG,CG,SW,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Cladocera,U,non-insect,Crustacea: Cladocera,Aquatic,x,x,water fleas,0,CG,CG,SW,MT,8,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Copepoda,U,non-insect,Crustacea: Copepoda,Aquatic,x,x,copepods,0,CG,CG,SW,0,8,0,6,11,108,0,3,2,2,1,1,2,0.006753,2.27
Harpacticoida,U,non-insect,Crustacea: Copepoda,Aquatic,Harpacticoida,x,copepods,0,CG,CG,SW,0,8,0,6,11,108,0,3,2,2,1,1,2,0.006753,2.27
Ostracoda,U,non-insect,Crustacea: Ostracoda,Aquatic,x,x,seed shrimp,4,CG,CG,SW,0,8,0,6,11,108,0,3,2,1,1,2,2,0.006753,2.27
Amphipoda,U,non-insect,Crustacea: Amphipoda,Aquatic,x,,scuds,4,CG,CG,SW,MT,6,0,6,11,108,0,2,2,1,3,1,2,0.0058,3.015
Gammaridea,U,non-insect,Crustacea: Amphipoda,Aquatic,x,,scuds,4,CG,CG,SW,MT,6,0,6,11,108,0,2,2,1,3,1,2,0.0058,3.015
Ramellogammarus,U,non-insect,Crustacea: Amphipoda,Aquatic,x,Anisogammaridae,scuds,4,CG,CG,SW,MT,6,0,6,11,108,0,2,2,1,2,2,2,0.0058,3.015
Americorophium,U,non-insect,Crustacea: Amphipoda,Aquatic,x,Corophiidae,scuds,4,CG,CF,BU,MT,11,0,4,11,108,0,3,2,1,2,1,2,0.0058,3.015
Crangonyctidae,U,non-insect,Crustacea: Amphipoda,Aquatic,x,Crangonyctidae,scuds,1,CG,CG,BU,MI,11,0,4,11,108,0,2,2,1,1,1,2,0.0058,3.015
Crangonyx,U,non-insect,Crustacea: Amphipoda,Aquatic,x,Crangonyctidae,scuds,5,CG,CG,SW,MT,11,0,4,11,108,0,3,2,1,2,2,2,0.0058,3.015
