"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Disturbed","Benthic",2019-10-16,4,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.989248105,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.457666767,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0.382895335,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.382895335,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.132510182,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.812914272,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.382895335,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.281196186,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",9.377850516,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.812914272,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.148686004,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.382895335,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",21.41384834,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.272,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.272,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Sperchonopsis","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.636,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",8.405414351,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.285351198,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.653248353,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",3.854880897,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",79.10002551,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.162072,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",6.076767772,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",0.946418424,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",17.08474977,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Leuctridae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Leuctridae","stoneflies",1.332483883,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",29.01082339,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",3.936405259,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Calineuria californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",15.79166041,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",53.21699404,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",4.289738317,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",19.3538076,"Fall19"
"Disturbed","Benthic",2019-10-16,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",601.2115507,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",6.496368686,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",0.874504556,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.1328,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",2.595210855,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",12.31294075,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",17.20096501,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",0.0896,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.1264,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Hydatophylax hesperus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",1.605375438,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Onocosmoecus unicolor","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",1.605375438,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",32.86859114,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.890571934,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",4.536309224,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.622095543,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",132.670364,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",28.83793027,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Labiobaetis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",323.9929377,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.081868122,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",29.15817035,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Cinygma","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",1.165682687,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",2.774236071,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.6912,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",25.42712678,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",31.454077,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",95.5754843,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",2.331643459,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0.176680242,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.353360485,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.943555689,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.176680242,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Stempellina","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.176680242,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.353360485,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.71028509,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Heterotrissocladius marcidus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.131946321,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.115544686,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.111327082,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",20.04463677,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.510527113,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.176680242,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.03165899,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",10.06849574,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.99853138,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.696,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.15053138,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.848,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",0.384214608,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",10.13586344,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",1.251466068,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",1.655849981,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",10.65532874,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.324144,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",93.66262454,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Ephydridae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ephydridae","shore and brine flies",1.670342333,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",14.81526732,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",63.17303871,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",11.75880313,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",27.54562477,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.859825545,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Perlinodes aurea","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",569.8388383,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",27.97723211,"Fall19"
"Relic Channel","Benthic",2019-10-17,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",608.7026563,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",72.52787077,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",8.34622542,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",2.49789681,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",84.37388076,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",54.41159674,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",2740.35967,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",51.86030927,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",107.945697,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",1.559561315,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",160.6109512,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Rhyacophila arnaudi","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",791.0735691,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",28.19387,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Hemerodromia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",5.343431606,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",20.70864071,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",646.8308631,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",32.64671351,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",907.9977935,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",2.0736,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",41.17121355,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Heptagenia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",47.1811155,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",3.167016427,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",57.61328707,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",78.60818606,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.060081454,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",18.79167793,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",34.63302767,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",10.24956949,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.060081454,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32.13958206,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",872.7376503,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",10.24956949,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.24340704,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.503314178,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",144.4406754,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",7.79756484,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",5.088,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Hygrobates","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",28.66262171,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",20.352,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",20.352,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",25.24996955,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",123.5379535,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",5.225986822,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Optioservus","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",5.225986822,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",70.70133606,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",2.593152,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",229.5894051,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",32.06954471,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",284.1041297,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Pristinicola hemphilli","U","non-insect","Aquatic","Mollusca: Gastropoda","x","uncertain status","snails",32.06954471,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",189.5775551,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",396.6703316,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",17.10705291,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",4154.63984,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Cultus","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1126.756428,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",197.6101958,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Perlinodes aurea","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",4265.696691,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",5.719651089,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1755.359793,"Fall19"
"Phase 3","Benthic",2019-10-18,4,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",1684.202537,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",9.921885609,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",12.31217149,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",82.93996219,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",76.48559105,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",3335.76516,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",4.641638069,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",150.3677368,"Fall19"
