"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Order","Family","Biomass","Season"
"Phase 4","Benthic",2020-02-22,1,"Menetus","U","non-insect","Aquatic","x","Planorbidae",1.450235822,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Juga","U","non-insect","Aquatic","x","Pleuroceridae",145.6378332,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",0.673218973,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Sweltsa","L","insect","Aquatic","Plecoptera","Chloroperlidae",30.62018292,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",210.4729327,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Cultus","L","insect","Aquatic","Plecoptera","Perlodidae",180.8783331,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",115.8244648,"Winter20"
"Phase 4","Benthic",2020-02-22,1,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",158.8678851,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",29.09328039,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",12.98440534,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",14.57900228,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Glossosoma","L","insect","Aquatic","Trichoptera","Glossosomatidae",1.529226521,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",121.9299783,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",3.040510523,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Trichoptera","Lepidostomatidae",7.459251495,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",33.24141201,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Rhyacophila narvae","L","insect","Aquatic","Trichoptera","Rhyacophilidae",2.391801763,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",3.093633765,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",2.124984253,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Neoplasta","L","insect","Aquatic","Diptera","Empididae",4.420279584,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",491.5842203,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",5.941090945,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Attenella delantala","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",113.0962293,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Caudatella columbiella","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",3.364757094,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Caudatella hystrix","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",59.76008522,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",22.05665181,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",153.3787827,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Cinygma","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.791754107,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",307.1566157,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",7.328370533,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",11.79527887,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Rhithrogena","L","insect","Aquatic","Ephemeroptera","Heptageniidae",464.8262882,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",14.34047496,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.292660848,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",7.032428374,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.795061091,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",0.765790669,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",8.564009713,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.265020364,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.017447758,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.825872124,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",15.06974863,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.625828544,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.030811033,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",9.481157909,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Sperchon","U","non-insect","Aquatic","x","x",1.272,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",17.2984367,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Narpus concolor","L","insect","Aquatic","Coleoptera","Elmidae",1.71210719,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",15.35617287,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",22.39202735,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",1.501452761,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Sweltsa","L","insect","Aquatic","Plecoptera","Chloroperlidae",12.50601341,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",397.693908,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Cultus","L","insect","Aquatic","Plecoptera","Perlodidae",562.4162418,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Isoperlinae","L","insect","Aquatic","Plecoptera","Perlodidae",77.63777143,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Perlinodes aurea","L","insect","Aquatic","Plecoptera","Perlodidae",75.20886751,"Winter20"
"Disturbed","Benthic",2020-02-23,1,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",609.6559523,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",0.570146705,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Pedomoecus sierra","L","insect","Aquatic","Trichoptera","Apataniidae",1.513825784,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",2.131670218,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",4.873848644,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Trichoptera","Lepidostomatidae",1.301779961,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Hydatophylax hesperus","L","insect","Aquatic","Trichoptera","Limnephilidae",115.6464168,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",5.725012806,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Psychoglypha bella","L","insect","Aquatic","Trichoptera","Limnephilidae",2.011171073,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",3.244007964,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",23.38573025,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",1.298439319,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Attenella delantala","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.809302716,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.193223694,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",47.45937273,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Cinygma","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.11018578,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",2.379709983,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.05509289,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",47.07885422,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",2.977226412,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.053286267,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.602470377,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.489339808,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.642886092,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.11313057,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.166416837,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Lebertia","U","non-insect","Aquatic","x","x",0.17702,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",0.695641811,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Menetus","U","non-insect","Aquatic","x","Planorbidae",2.43617854,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Sweltsa","L","insect","Aquatic","Plecoptera","Chloroperlidae",2.176090178,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",0.194407674,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",242.9574668,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Cultus","L","insect","Aquatic","Plecoptera","Perlodidae",16.81506537,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Isoperlinae","L","insect","Aquatic","Plecoptera","Perlodidae",2.701147464,"Winter20"
"Disturbed","Submerged Wood",2020-02-23,1,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",54.93065465,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",0.070293926,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",17.67464021,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",5.916819232,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",45.31273581,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",3.475306481,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",2.57021072,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Lepidostoma unicolor group","L","insect","Aquatic","Trichoptera","Lepidostomatidae",14.84313899,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",1.017158037,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Limnephilidae","L","insect","Aquatic","Trichoptera","Limnephilidae",0.133188724,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Polycentropus","L","insect","Aquatic","Trichoptera","Polycentopodidae",3.060244101,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",5.521803363,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Rhyacophila grandis","L","insect","Aquatic","Trichoptera","Rhyacophilidae",3.672288434,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",1.158116418,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Clinocera","L","insect","Aquatic","Diptera","Empididae",1.41728725,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Hemerodromia","L","insect","Aquatic","Diptera","Empididae",0.571580613,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Neoplasta","L","insect","Aquatic","Diptera","Empididae",0.380180827,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Ameletus","L","insect","Aquatic","Ephemeroptera","Ameletidae",0.576457139,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",178.5488686,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",5.491870622,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Labiobaetis","L","insect","Aquatic","Ephemeroptera","Baetidae",15.03508776,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Attenella delantala","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",5.202022194,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Caudatella edmundsi","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",4.731620859,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",1.534475403,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",44.57547685,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Afghanurus criddlei","L","insect","Aquatic","Ephemeroptera","Heptageniidae",6.545439128,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Cinygma","L","insect","Aquatic","Ephemeroptera","Heptageniidae",4.279276023,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",14.33376646,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",23.0137311,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",22.8692015,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",0.450899764,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Stenochironomus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",0.853455373,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.433308294,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",1.722410353,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",0.638863071,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.187264004,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",7.161614233,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",6.947992673,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.139118638,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",8.942609347,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Lebertia","U","non-insect","Aquatic","x","x",0.46216,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Pericomaini","L","insect","Aquatic","Diptera","Psychodidae",1.355843814,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",1.330373418,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",0.395662957,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",0.341024504,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae",2.450851717,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",21.70267613,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Menetus","U","non-insect","Aquatic","x","Planorbidae",8.645373111,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",129.1273102,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Cultus","L","insect","Aquatic","Plecoptera","Perlodidae",23.05583437,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",17.3131485,"Winter20"
"Relic Channel","Benthic",2020-02-25,1,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",31.40820022,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",1.449443363,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",0.17570676,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",3.635137833,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",3.517065234,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Lepidostoma unicolor group","L","insect","Aquatic","Trichoptera","Lepidostomatidae",2.81654749,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",12.20077919,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",50.31220308,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",1.520057531,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Caudatella columbiella","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.325596617,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Caudatella edmundsi","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.149493987,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",3.124670647,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.026368467,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",2.37842206,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.221191876,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",27.34800696,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",1.351740912,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.017668024,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.308267629,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",0.627909847,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.068720736,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.03168119,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.10838857,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.313194632,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.037521972,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.068720736,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.285497875,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.216777139,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",0.250293214,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",1.023744858,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.0216096,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",1.87570499,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",0.00896,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae",0.544012974,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Cultus","L","insect","Aquatic","Plecoptera","Perlodidae",3.991464926,"Winter20"
"Relic Channel","Submerged Wood",2020-02-25,1,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",0.209797497,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Amiocentrus aspilus","L","insect","Aquatic","Trichoptera","Brachycentridae",0.105608996,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",9.795187734,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",3.578874898,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",21.72826905,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.514201005,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Lepidostoma","L","insect","Aquatic","Trichoptera","Lepidostomatidae",1.261483749,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Trichoptera","Lepidostomatidae",1.261483749,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",10.21529524,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Hydatophylax hesperus","L","insect","Aquatic","Trichoptera","Limnephilidae",239.0569792,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Psychoglypha","L","insect","Aquatic","Trichoptera","Limnephilidae",10.21529524,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Polycentropus","L","insect","Aquatic","Trichoptera","Polycentopodidae",7.496245339,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae",26.66229612,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",0.898093589,"Winter20"
"Flooded Forest","Benthic",2020-02-26,1,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",3.107499171,"Winter20"
