"Treatment","Substrate","Date","Replicate","Taxon","Insect","Origin","Higher.classification","Order","Family","Common.name","Season","Biomass"
"Phase 4","Benthic",2019-10-19,4,"Cricotopus bicinctus group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",6.263892642
"Phase 4","Benthic",2019-10-19,4,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",9.315150973
"Phase 4","Benthic",2019-10-19,4,"Nanocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",2.042108451
"Phase 4","Benthic",2019-10-19,4,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",123.1057088
"Phase 4","Benthic",2019-10-19,4,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",23.60459225
"Phase 4","Benthic",2019-10-19,4,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Fall19",1.80637656
"Phase 4","Benthic",2019-10-19,4,"Oribatida","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",0.30106276
"Phase 4","Benthic",2019-10-19,4,"Sperchonopsis","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",3.392
"Phase 4","Benthic",2019-10-19,4,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Fall19",23.56711202
"Phase 4","Benthic",2019-10-19,4,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Fall19",0.216096
"Phase 4","Benthic",2019-10-19,4,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Fall19",59.30378051
"Phase 4","Benthic",2019-10-19,4,"Juga","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails","Fall19",9.068093356
"Phase 4","Benthic",2019-10-19,4,"Sweltsa","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Fall19",27.39979673
"Phase 4","Benthic",2019-10-19,4,"Calineuria californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Fall19",44.09512104
"Phase 4","Benthic",2019-10-19,4,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Fall19",464.9622498
"Phase 4","Benthic",2019-10-19,4,"Cultus","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",85.32902401
"Phase 4","Benthic",2019-10-19,4,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",9.915601025
"Phase 4","Benthic",2019-10-19,4,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",1.906550363
"Phase 4","Benthic",2019-10-19,4,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",1260.96243
"Phase 4","Benthic",2019-10-19,4,"Pteronarcys californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies","Fall19",345.9683071
"Disturbed","Benthic",2019-10-16,5,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Fall19",23.01008159
"Disturbed","Benthic",2019-10-16,5,"Glossosoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies","Fall19",170.828983
"Disturbed","Benthic",2019-10-16,5,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",554.5301284
"Disturbed","Benthic",2019-10-16,5,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",575.2779123
"Disturbed","Benthic",2019-10-16,5,"Agraylea","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",41.48824742
"Disturbed","Benthic",2019-10-16,5,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",4.722250162
"Disturbed","Benthic",2019-10-16,5,"Lepidostoma (Neodinarthrum)","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Fall19",14.29938433
"Disturbed","Benthic",2019-10-16,5,"Rhyacophila betteni group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",96.94580453
"Disturbed","Benthic",2019-10-16,5,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",12.85498634
"Disturbed","Benthic",2019-10-16,5,"Anafroptilum/Procloeon","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",13.86930176
"Disturbed","Benthic",2019-10-16,5,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",321.3516424
"Disturbed","Benthic",2019-10-16,5,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",11.31752735
"Disturbed","Benthic",2019-10-16,5,"Attenella delantala","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",7.520885058
"Disturbed","Benthic",2019-10-16,5,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",1.685130187
"Disturbed","Benthic",2019-10-16,5,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",223.8631007
"Disturbed","Benthic",2019-10-16,5,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",18.47414571
"Disturbed","Benthic",2019-10-16,5,"Epeorus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",5.896666283
"Disturbed","Benthic",2019-10-16,5,"Ironodes","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",31.29351872
"Disturbed","Benthic",2019-10-16,5,"Rhithrogena","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",570.0646508
"Disturbed","Benthic",2019-10-16,5,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Fall19",46.70161549
"Disturbed","Benthic",2019-10-16,5,"Paraleptophlebia bicornuta group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Fall19",58.38991234
"Disturbed","Benthic",2019-10-16,5,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Fall19",6.315742208
"Disturbed","Benthic",2019-10-16,5,"Paracladopelma","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Fall19",3.109689103
"Disturbed","Benthic",2019-10-16,5,"Cladotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",2.795662095
"Disturbed","Benthic",2019-10-16,5,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",1.734217114
"Disturbed","Benthic",2019-10-16,5,"Diamesa","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Fall19",14.05603923
"Disturbed","Benthic",2019-10-16,5,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.282688388
"Disturbed","Benthic",2019-10-16,5,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",3.200463896
"Disturbed","Benthic",2019-10-16,5,"Eukiefferiella claripennis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",1.633686761
"Disturbed","Benthic",2019-10-16,5,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",3.329817088
"Disturbed","Benthic",2019-10-16,5,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",52.19404567
"Disturbed","Benthic",2019-10-16,5,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",6.219378206
"Disturbed","Benthic",2019-10-16,5,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",2.551060495
"Disturbed","Benthic",2019-10-16,5,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",39.80874705
"Disturbed","Benthic",2019-10-16,5,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Fall19",2.7136
"Disturbed","Benthic",2019-10-16,5,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",1.3568
"Disturbed","Benthic",2019-10-16,5,"Ceratopogoninae","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Fall19",16.20068253
"Disturbed","Benthic",2019-10-16,5,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",2.611094932
"Disturbed","Benthic",2019-10-16,5,"Narpus concolor","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",5.574385944
"Disturbed","Benthic",2019-10-16,5,"Optioservus","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",4.180789458
"Disturbed","Benthic",2019-10-16,5,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Fall19",56.56106885
"Disturbed","Benthic",2019-10-16,5,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Fall19",0.280404382
"Disturbed","Benthic",2019-10-16,5,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Fall19",31.92397621
"Disturbed","Benthic",2019-10-16,5,"Ferrissia","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Fall19",47.40885541
"Disturbed","Benthic",2019-10-16,5,"Capniidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies","Fall19",8.748704317
"Disturbed","Benthic",2019-10-16,5,"Chloroperlidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Fall19",1.099408348
"Disturbed","Benthic",2019-10-16,5,"Sweltsa","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Fall19",109.5991869
"Disturbed","Benthic",2019-10-16,5,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Fall19",20.21537239
"Disturbed","Benthic",2019-10-16,5,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Fall19",17.5214261
"Disturbed","Benthic",2019-10-16,5,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Fall19",3357.830032
"Disturbed","Benthic",2019-10-16,5,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",23.19770734
"Disturbed","Benthic",2019-10-16,5,"Perlinodes aurea","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",696.9138741
"Disturbed","Benthic",2019-10-16,5,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",6.189385604
"Disturbed","Benthic",2019-10-16,5,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",946.2236798
"Disturbed","Benthic",2019-10-16,5,"Chydoridae","non-insect","Aquatic","Crustacea: Cladocera","x","Chydoridae","water fleas","Fall19",2.2473984
"Relic Channel","Benthic",2019-10-17,5,"Caecidotea","non-insect","Aquatic","Crustacea: Isopoda","x","Asellidae","aquatic sow bugs","Fall19",2.204638682
"Relic Channel","Benthic",2019-10-17,5,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Fall19",13.186898646
"Relic Channel","Benthic",2019-10-17,5,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",0.394094174
"Relic Channel","Benthic",2019-10-17,5,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",8.193983326
"Relic Channel","Benthic",2019-10-17,5,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",19.88869686
"Relic Channel","Benthic",2019-10-17,5,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",1.948963228
"Relic Channel","Benthic",2019-10-17,5,"Lepidostoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Fall19",9.383451383
"Relic Channel","Benthic",2019-10-17,5,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",3.674105429
"Relic Channel","Benthic",2019-10-17,5,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",0.103942442
"Relic Channel","Benthic",2019-10-17,5,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",3.288673217
"Relic Channel","Benthic",2019-10-17,5,"Empididae","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",2.228651694
"Relic Channel","Benthic",2019-10-17,5,"Tabanidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Tabanidae","horse & deer flies","Fall19",16.75415596
"Relic Channel","Benthic",2019-10-17,5,"Anafroptilum/Procloeon","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",1.955551031
"Relic Channel","Benthic",2019-10-17,5,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",126.4865356
"Relic Channel","Benthic",2019-10-17,5,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",7.617453317
"Relic Channel","Benthic",2019-10-17,5,"Labiobaetis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",38.7978064
"Relic Channel","Benthic",2019-10-17,5,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",46.85870869
"Relic Channel","Benthic",2019-10-17,5,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",2.048117922
"Relic Channel","Benthic",2019-10-17,5,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Fall19",33.34603497
"Relic Channel","Benthic",2019-10-17,5,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Fall19",1.489680731
"Relic Channel","Benthic",2019-10-17,5,"Paracladopelma","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Fall19",1.312565207
"Relic Channel","Benthic",2019-10-17,5,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Fall19",8.876614182
"Relic Channel","Benthic",2019-10-17,5,"Cladotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",1.211319742
"Relic Channel","Benthic",2019-10-17,5,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",1.297258634
"Relic Channel","Benthic",2019-10-17,5,"Rheotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",0.445883319
"Relic Channel","Benthic",2019-10-17,5,"Stempellinella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",0.294468352
"Relic Channel","Benthic",2019-10-17,5,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",0.901966757
"Relic Channel","Benthic",2019-10-17,5,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.540152505
"Relic Channel","Benthic",2019-10-17,5,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.302829935
"Relic Channel","Benthic",2019-10-17,5,"Orthocladius (Symposiocladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.218760868
"Relic Channel","Benthic",2019-10-17,5,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",2.8580585
"Relic Channel","Benthic",2019-10-17,5,"Rheocricotopus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.758913373
"Relic Channel","Benthic",2019-10-17,5,"Thienemanniella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.294468352
"Relic Channel","Benthic",2019-10-17,5,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",2.303663403
"Relic Channel","Benthic",2019-10-17,5,"Alotanypus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",7.958332286
"Relic Channel","Benthic",2019-10-17,5,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",17.80604829
"Relic Channel","Benthic",2019-10-17,5,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Fall19",0.726736
"Relic Channel","Benthic",2019-10-17,5,"Ceratopogoninae","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Fall19",6.097555297
"Relic Channel","Benthic",2019-10-17,5,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Fall19",26.15334022
"Relic Channel","Benthic",2019-10-17,5,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",0.163030651
"Relic Channel","Benthic",2019-10-17,5,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Fall19",6.22093571
"Relic Channel","Benthic",2019-10-17,5,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Fall19",0.732874827
"Relic Channel","Benthic",2019-10-17,5,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Fall19",133.3654436
"Relic Channel","Benthic",2019-10-17,5,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Fall19",1.16480984
"Relic Channel","Benthic",2019-10-17,5,"Capniidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies","Fall19",6.225142463
"Relic Channel","Benthic",2019-10-17,5,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Fall19",27.40270927
"Relic Channel","Benthic",2019-10-17,5,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Fall19",1.221728695
"Relic Channel","Benthic",2019-10-17,5,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Fall19",27.02104098
"Relic Channel","Benthic",2019-10-17,5,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",3.549665664
"Relic Channel","Benthic",2019-10-17,5,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",1.225435246
"Phase 3","Benthic",2019-10-18,5,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Fall19",22.175586887
"Phase 3","Benthic",2019-10-18,5,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",0.484689321
"Phase 3","Benthic",2019-10-18,5,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",13.85234682
"Phase 3","Benthic",2019-10-18,5,"Glossosoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies","Fall19",1.305969499
"Phase 3","Benthic",2019-10-18,5,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",20.29929033
"Phase 3","Benthic",2019-10-18,5,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",2429.639311
"Phase 3","Benthic",2019-10-18,5,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",9.419729731
"Phase 3","Benthic",2019-10-18,5,"Lepidostoma (Neodinarthrum)","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Fall19",6.962457103
"Phase 3","Benthic",2019-10-18,5,"Rhyacophila arnaudi","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",35.66962125
"Phase 3","Benthic",2019-10-18,5,"Rhyacophila betteni group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",2.391801763
"Phase 3","Benthic",2019-10-18,5,"Antocha","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Fall19",49.10890005
"Phase 3","Benthic",2019-10-18,5,"Pacifastacus","non-insect","Aquatic","Crustacea: Decapoda","x","Astacidae","crayfish","Fall19",867.0256832
"Phase 3","Benthic",2019-10-18,5,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",18.27487819
"Phase 3","Benthic",2019-10-18,5,"Wiedemannia","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",11.51227497
"Phase 3","Benthic",2019-10-18,5,"Empididae","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",24.44372155
"Phase 3","Benthic",2019-10-18,5,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",640.4529763
"Phase 3","Benthic",2019-10-18,5,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",15.50718892
"Phase 3","Benthic",2019-10-18,5,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",4.622802183
"Phase 3","Benthic",2019-10-18,5,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",741.3736197
"Phase 3","Benthic",2019-10-18,5,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",2.101908213
"Phase 3","Benthic",2019-10-18,5,"Epeorus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",6.30572464
"Phase 3","Benthic",2019-10-18,5,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Fall19",30.47581115
"Phase 3","Benthic",2019-10-18,5,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Fall19",32.00399192
"Phase 3","Benthic",2019-10-18,5,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",10.6139055
"Phase 3","Benthic",2019-10-18,5,"Diamesa","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Fall19",14.06485675
"Phase 3","Benthic",2019-10-18,5,"Potthastia longimana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Fall19",1.531581339
"Phase 3","Benthic",2019-10-18,5,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",9.778069602
"Phase 3","Benthic",2019-10-18,5,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",9.778069602
"Phase 3","Benthic",2019-10-18,5,"Nanocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",1.531581339
"Phase 3","Benthic",2019-10-18,5,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",260.7363421
"Phase 3","Benthic",2019-10-18,5,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",3.593203404
"Phase 3","Benthic",2019-10-18,5,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",59.80750375
"Phase 3","Benthic",2019-10-18,5,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Fall19",6.15675312
"Phase 3","Benthic",2019-10-18,5,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",10.176
"Phase 3","Benthic",2019-10-18,5,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",2.544
"Phase 3","Benthic",2019-10-18,5,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Fall19",9.706557026
"Phase 3","Benthic",2019-10-18,5,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",19.22222569
"Phase 3","Benthic",2019-10-18,5,"Narpus concolor","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",4.967549942
"Phase 3","Benthic",2019-10-18,5,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Fall19",55.34516318
"Phase 3","Benthic",2019-10-18,5,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Fall19",100.8786542
"Phase 3","Benthic",2019-10-18,5,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Fall19",8.15502805
"Phase 3","Benthic",2019-10-18,5,"Juga","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails","Fall19",66.6110602
