Waterbody,Treatment,Substrate,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,96,1.900871419
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,48,2.292660848
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,96,1.060081454
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,384,12.25265071
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,48,3.251657089
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,144,9.754971266
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,144,4.594744016
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,48,3.251657089
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,240,7.657906693
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,144,9.754971266
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,288,9.189488031
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,192,13.00662836
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,5,480,58.30667068
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,6,96,18.79167793
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,288,3.180244363
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,768,24.50530142
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,768,52.02651342
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,480,58.30667068
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,288,9.189488031
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,48,0.530040727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,48,1.531581339
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Nilotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,48,1.531581339
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,29,0.8,150.1015047
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,30,0.8,163.7826847
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,33,0.8,209.3010295
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-09-19,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,29,0.8,128.5194971
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,10,96,39.98899031
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,0.5,48,0.45159414
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,48,2.544
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,336,2.269008
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,3,48,8.203140906
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,48,11.97149108
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1.5,48,2.13602775
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,144,7.632
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,0.5,144,1.35478242
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,96,40.38508437
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,96,28.25104679
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,48,36.68784425
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,144,1.5552
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,336,11.08455749
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Rhithrogena,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,48,110.1704175
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,3,144,12.94219801
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,144,28.02808893
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,2,48,1.451796228
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,2.5,48,2.643662183
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,1.5,48,0.670378716
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,192,22.96285675
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,144,28.05279864
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,192,12.6384764
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,672,20.48456316
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,96,0.9888
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1.5,240,4.080839189
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,96,3.732573257
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,48,1.866286629
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,12,48,225.5516052
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,2.5,96,15.81194259
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,3,96,24.53646716
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,2.5,96,8.590954271
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,3,192,27.84982841
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,3,96,10.99223124
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,4,528,140.2876011
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,5,288,147.0065048
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,6,48,41.77049556
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,7,288,393.4659767
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,8,144,290.778054
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,2,432,6.964902792
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,240,13.11756834
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,48,6.238409324
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Wiedemannia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,48,15.60316238
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,6,48,61.76897675
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,8,96,378.3576333
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,6,48,82.6368743
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,2,48,9.254147693
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,8,48,327.6700777
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,10,48,581.8167869
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Isoperla,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,2,48,6.293924904
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Isoperla,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,4,48,42.10617634
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Sweltsa,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,96,50.02405366
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Zapada cinctipes,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4.5,48,17.12388204
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,2.5,240,58.02549004
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,96,0.9888
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,2352,12.4656
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,5184,201.5589559
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2496,311.3465502
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,336,95.83797352
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,336,182.0345856
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,384,351.3920558
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,48,0.5184
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,336,11.08455749
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,624,6.0528
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,1296,79.61953086
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1296,234.396238
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,432,168.0897526
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,240,169.176524
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,48,54.98316701
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,96,165.7826387
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,288,2.225470517
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,48,1.003595311
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,96,0.1824
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,48,5.72482311
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,48,10.41304672
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,144,4.594744016
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,48,0.95043571
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,96,3.063162677
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,48,2.292660848
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,192,2.120162909
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,240,16.25828544
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,192,23.32266827
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6,48,9.395838963
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,384,4.240325817
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,2,48,0.530040727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,96,3.063162677
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,96,6.503314178
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,48,5.830667068
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,48,0.530040727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,48,3.251657089
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Diamesa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,6,48,9.395838963
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,48,0.530040727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Eukiefferiella pseudomontana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,48,0.530040727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Cladotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,144,1.590122182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,23,0.8,35.50287038
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,40,0.8,0.929573183
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,24,1.6,149.0676284
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,30,0.8,141.6958967
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,46,0.8,491.9385969
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,35,0.8,243.5129575
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-11-20,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,51,0.8,641.5242244
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,36,0.243108
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Atractides,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,12,0.636
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,12,0.636
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,72,0.7416
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,96,2.926366166
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,12,39.7845844
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,12,14.9400213
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,36,0.3888
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,84,2.771139373
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,2,12,0.362949057
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,2.5,12,0.660915546
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,3.5,48,6.526883523
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,12,2.335674077
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,48,1.583508213
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,48,3.49704806
