"Waterbody","Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Abundance","Biomass","Season"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",768,84.37388076,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",1.6,54.41159674,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",2592,2740.35967,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",96,51.86030927,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",864,107.945697,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.8,1.559561315,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",1344,160.6109512,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Rhyacophila arnaudi","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",96.8,791.0735691,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",288,28.19387,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Hemerodromia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",96,5.343431606,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",192,20.70864071,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",4704,646.8308631,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1920,32.64671351,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",10272,907.9977935,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",192,2.0736,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",1248,41.17121355,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Heptagenia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",96,47.1811155,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",96,3.167016427,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",672,57.61328707,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",2592,78.60818606,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",96,1.060081454,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",96,18.79167793,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",192,34.63302767,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",384,10.24956949,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",96,1.060081454,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",576,32.13958206,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",11520,872.7376503,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",384,10.24956949,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",384,6.24340704,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",96,6.503314178,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",1824,144.4406754,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",384,7.79756484,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",96,5.088,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Hygrobates","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",96,28.66262171,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",384,20.352,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",384,20.352,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",384,25.24996955,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",96,123.5379535,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",96,5.225986822,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Optioservus","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",96,5.225986822,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",192,70.70133606,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",384,2.593152,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",960,229.5894051,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",96,32.06954471,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",576,284.1041297,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Pristinicola hemphilli","U","non-insect","Aquatic","Mollusca: Gastropoda","x","uncertain status","snails",96,32.06954471,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",288,189.5775551,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",576,396.6703316,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",96,17.10705291,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",289.6,4154.63984,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Cultus","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",192,1126.756428,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",576,197.6101958,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Perlinodes aurea","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",192,4265.696691,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",96,5.719651089,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",98.4,1755.359793,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,4,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",2.4,1684.202537,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",160,9.921885609,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",192,12.31217149,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",32,82.93996219,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",1.6,76.48559105,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",5632,3335.76516,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",32,4.641638069,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",32,150.3677368,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",160,45.59540098,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Wiedemannia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",160,24.76851333,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",4032,795.7745839,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",32,0.544111892,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",64,1.305055389,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",32,3.827142792,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2528,278.7777679,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",288,5.950688569,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",96,7.514529462,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",544,20.28958848,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Microtendipes pedellus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",32,9.376571165,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",32,0.353360485,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Stempellina","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",32,0.353360485,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",192,5.138016811,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Cricotopus bicinctus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32,6.263892642,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",256,9.315150973,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",64,2.042108451,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1792,123.1057088,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",288,23.60459225,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",192,1.80637656,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",32,0.30106276,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Sperchonopsis","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",64,3.392,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",64,23.56711202,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",32,0.216096,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",352,59.30378051,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",0.8,9.068093356,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",32,27.39979673,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Calineuria californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",0.8,44.09512104,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",130.4,464.9622498,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Cultus","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",32,85.32902401,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",128,9.915601025,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",32,1.906550363,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",65.6,1260.96243,"Fall19"
"South Fork McKenzie River","Phase 4","Benthic",2019-10-19,4,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",1.6,345.9683071,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",128,23.01008159,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",153.6,170.828983,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",25.6,554.5301284,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",844.8,575.2779123,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",76.8,41.48824742,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",51.2,1.479038937,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Hydroptila","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",25.6,3.243211225,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",128,14.29938433,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",25.6,96.94580453,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",76.8,12.85498634,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",25.6,13.86930176,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1792,321.3516424,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",665.6,11.31752735,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",128,7.520885058,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",25.6,1.685130187,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1894.4,223.8631007,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",921.6,18.47414571,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",230.4,5.896666283,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",179.2,31.29351872,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",563.2,570.0646508,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",588.8,46.70161549,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Paraleptophlebia bicornuta group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",25.6,58.38991234,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",179.2,6.315742208,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Paracladopelma","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",25.6,3.109689103,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",204.8,2.795662095,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",25.6,1.734217114,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",153.6,14.05603923,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",25.6,0.282688388,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",153.6,3.200463896,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",51.2,1.633686761,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",204.8,3.329817088,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1254.4,52.19404567,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",51.2,6.219378206,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",51.2,2.551060495,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",921.6,39.80874705,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",51.2,2.7136,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",25.6,1.3568,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",51.2,16.20068253,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",76.8,2.611094932,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,5,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",102.4,5.574385944,"Fall19"
